Date_dt,Province,No_Deaths
2020-08-10,Northwest Territories,0
2020-08-10,Nova Scotia,64
2020-08-10,Nunavut,0
2020-08-10,Ontario,2832
2020-08-10,Prince Edward Island,0
2020-08-10,Quebec,5736
2020-08-10,Saskatchewan,20
2020-08-10,Yukon,0
2020-08-11,Alberta,216
2020-08-11,British Columbia,195
2020-08-11,Manitoba,8
2020-08-11,New Brunswick,2
2020-08-11,Newfoundland and Labrador,3
2020-08-11,Northwest Territories,0
2020-08-11,Nova Scotia,64
2020-08-11,Nunavut,0
2020-08-11,Ontario,2832
2020-08-11,Prince Edward Island,0
2020-08-11,Quebec,5739
2020-08-11,Saskatchewan,20
2020-08-11,Yukon,0
2020-08-12,Alberta,217
2020-08-12,British Columbia,195
2020-08-12,Manitoba,8
2020-08-12,New Brunswick,2
2020-08-12,Newfoundland and Labrador,3
2020-08-12,Northwest Territories,0
2020-08-12,Nova Scotia,64
2020-08-12,Nunavut,0
2020-08-12,Ontario,2833
2020-08-12,Prince Edward Island,0
2020-08-12,Quebec,5742
2020-08-12,Saskatchewan,20
2020-08-12,Yukon,0
2020-08-13,Alberta,220
2020-08-13,British Columbia,196
2020-08-13,Manitoba,8
2020-08-13,New Brunswick,2
2020-08-13,Newfoundland and Labrador,3
2020-08-13,Northwest Territories,0
2020-08-13,Nova Scotia,64
2020-08-13,Nunavut,0
2020-08-13,Ontario,2834
2020-08-13,Prince Edward Island,0
2020-08-13,Quebec,5743
2020-08-13,Saskatchewan,20
2020-08-13,Yukon,0
2020-08-14,Alberta,221
2020-08-14,British Columbia,196
2020-08-14,Manitoba,8
2020-08-14,New Brunswick,2
2020-08-14,Newfoundland and Labrador,3
2020-08-14,Northwest Territories,0
2020-08-14,Nova Scotia,64
2020-08-14,Nunavut,0
2020-08-14,Ontario,2835
2020-08-14,Prince Edward Island,0
2020-08-14,Quebec,5745
2020-08-14,Saskatchewan,20
2020-08-14,Yukon,0
2020-08-15,Alberta,221
2020-08-15,British Columbia,196
2020-08-15,Manitoba,9
2020-08-15,New Brunswick,2
2020-08-15,Newfoundland and Labrador,3
2020-08-15,Northwest Territories,0
2020-08-15,Nova Scotia,64
2020-08-15,Nunavut,0
2020-08-15,Ontario,2836
2020-08-15,Prince Edward Island,0
2020-08-15,Quebec,5748
2020-08-15,Saskatchewan,21
2020-08-15,Yukon,0
2020-08-16,Alberta,221
2020-08-16,British Columbia,196
2020-08-16,Manitoba,9
2020-08-16,New Brunswick,2
2020-08-16,Newfoundland and Labrador,3
2020-08-16,Northwest Territories,0
2020-08-16,Nova Scotia,64
2020-08-16,Nunavut,0
2020-08-16,Ontario,2836
2020-08-16,Prince Edward Island,0
2020-08-16,Quebec,5752
2020-08-16,Saskatchewan,22
2020-08-16,Yukon,0
2020-08-17,Alberta,221
2020-08-17,British Columbia,196
2020-08-17,Manitoba,9
2020-08-17,New Brunswick,2
2020-08-17,Newfoundland and Labrador,3
2020-08-17,Northwest Territories,0
2020-08-17,Nova Scotia,64
2020-08-17,Nunavut,0
2020-08-17,Ontario,2836
2020-08-17,Prince Edward Island,0
2020-08-17,Quebec,5754
2020-08-17,Saskatchewan,22
2020-08-17,Yukon,0
2020-08-18,Alberta,225
2020-08-18,British Columbia,198
2020-08-18,Manitoba,11
2020-08-18,New Brunswick,2
2020-08-18,Newfoundland and Labrador,3
2020-08-18,Northwest Territories,0
2020-08-18,Nova Scotia,64
2020-08-18,Nunavut,0
2020-08-18,Ontario,2837
2020-08-18,Prince Edward Island,0
2020-08-18,Quebec,5755
2020-08-18,Saskatchewan,22
2020-08-18,Yukon,0
2020-08-19,Alberta,227
2020-08-19,British Columbia,198
2020-08-19,Manitoba,12
2020-08-19,New Brunswick,2
2020-08-19,Newfoundland and Labrador,3
2020-08-19,Northwest Territories,0
2020-08-19,Nova Scotia,64
2020-08-19,Nunavut,0
2020-08-19,Ontario,2837
2020-08-19,Prince Edward Island,0
2020-08-19,Quebec,5758
2020-08-19,Saskatchewan,22
2020-08-19,Yukon,0
2020-08-20,Alberta,227
2020-08-20,British Columbia,198
2020-08-20,Manitoba,12
2020-08-20,New Brunswick,2
2020-08-20,Newfoundland and Labrador,3
2020-08-20,Northwest Territories,0
2020-08-20,Nova Scotia,64
2020-08-20,Nunavut,0
2020-08-20,Ontario,2838
2020-08-20,Prince Edward Island,0
2020-08-20,Quebec,5760
2020-08-20,Saskatchewan,22
2020-08-20,Yukon,0
2020-08-21,Alberta,230
2020-08-21,British Columbia,202
2020-08-21,Manitoba,12
2020-08-21,New Brunswick,2
2020-08-21,Newfoundland and Labrador,3
2020-08-21,Northwest Territories,0
2020-08-21,Nova Scotia,64
2020-08-21,Nunavut,0
2020-08-21,Ontario,2841
2020-08-21,Prince Edward Island,0
2020-08-21,Quebec,5764
2020-08-21,Saskatchewan,22
2020-08-21,Yukon,0
2020-08-22,Alberta,230
2020-08-22,British Columbia,202
2020-08-22,Manitoba,12
2020-08-22,New Brunswick,2
2020-08-22,Newfoundland and Labrador,3
2020-08-22,Northwest Territories,0
2020-08-22,Nova Scotia,64
2020-08-22,Nunavut,0
2020-08-22,Ontario,2842
2020-08-22,Prince Edward Island,0
2020-08-22,Quebec,5764
2020-08-22,Saskatchewan,22
2020-08-22,Yukon,0
2020-08-23,Alberta,230
2020-08-23,British Columbia,202
2020-08-23,Manitoba,12
2020-08-23,New Brunswick,2
2020-08-23,Newfoundland and Labrador,3
2020-08-23,Northwest Territories,0
2020-08-23,Nova Scotia,65
2020-08-23,Nunavut,0
2020-08-23,Ontario,2842
2020-08-23,Prince Edward Island,0
2020-08-23,Quebec,5767
2020-08-23,Saskatchewan,22
2020-08-23,Yukon,0
2020-08-24,Alberta,234
2020-08-24,British Columbia,203
2020-08-24,Manitoba,12
2020-08-24,New Brunswick,2
2020-08-24,Newfoundland and Labrador,3
2020-08-24,Northwest Territories,0
2020-08-24,Nova Scotia,65
2020-08-24,Nunavut,0
2020-08-24,Ontario,2843
2020-08-24,Prince Edward Island,0
2020-08-24,Quebec,5769
2020-08-24,Saskatchewan,22
2020-08-24,Yukon,0
2020-08-25,Alberta,235
2020-08-25,British Columbia,203
2020-08-25,Manitoba,13
2020-08-25,New Brunswick,2
2020-08-25,Newfoundland and Labrador,3
2020-08-25,Northwest Territories,0
2020-08-25,Nova Scotia,65
2020-08-25,Nunavut,0
2020-08-25,Ontario,2845
2020-08-25,Prince Edward Island,0
2020-08-25,Quebec,5769
2020-08-25,Saskatchewan,23
2020-08-25,Yukon,0
2020-08-26,Alberta,235
2020-08-26,British Columbia,203
2020-08-26,Manitoba,13
2020-08-26,New Brunswick,2
2020-08-26,Newfoundland and Labrador,3
2020-08-26,Northwest Territories,0
2020-08-26,Nova Scotia,65
2020-08-26,Nunavut,0
2020-08-26,Ontario,2848
2020-08-26,Prince Edward Island,0
2020-08-26,Quebec,5770
2020-08-26,Saskatchewan,24
2020-08-26,Yukon,0
2020-08-27,Alberta,237
2020-08-27,British Columbia,204
2020-08-27,Manitoba,14
2020-08-27,New Brunswick,2
2020-08-27,Newfoundland and Labrador,3
2020-08-27,Northwest Territories,0
2020-08-27,Nova Scotia,65
2020-08-27,Nunavut,0
2020-08-27,Ontario,2848
2020-08-27,Prince Edward Island,0
2020-08-27,Quebec,5770
2020-08-27,Saskatchewan,24
2020-08-27,Yukon,0
2020-08-28,Alberta,237
2020-08-28,British Columbia,204
2020-08-28,Manitoba,14
2020-08-28,New Brunswick,2
2020-08-28,Newfoundland and Labrador,3
2020-08-28,Northwest Territories,0
2020-08-28,Nova Scotia,65
2020-08-28,Nunavut,0
2020-08-28,Ontario,2855
2020-08-28,Prince Edward Island,0
2020-08-28,Quebec,5776
2020-08-28,Saskatchewan,24
2020-08-28,Yukon,0
2020-08-29,Alberta,237
2020-08-29,British Columbia,204
2020-08-29,Manitoba,14
2020-08-29,New Brunswick,2
2020-08-29,Newfoundland and Labrador,3
2020-08-29,Northwest Territories,0
2020-08-29,Nova Scotia,65
2020-08-29,Nunavut,0
2020-08-29,Ontario,2856
2020-08-29,Prince Edward Island,0
2020-08-29,Quebec,5778
2020-08-29,Saskatchewan,24
2020-08-29,Yukon,0
2020-08-30,Alberta,237
2020-08-30,British Columbia,204
2020-08-30,Manitoba,14
2020-08-30,New Brunswick,2
2020-08-30,Newfoundland and Labrador,3
2020-08-30,Northwest Territories,0
2020-08-30,Nova Scotia,65
2020-08-30,Nunavut,0
2020-08-30,Ontario,2856
2020-08-30,Prince Edward Island,0
2020-08-30,Quebec,5779
2020-08-30,Saskatchewan,24
2020-08-30,Yukon,0
2020-08-31,Alberta,239
2020-08-31,British Columbia,208
2020-08-31,Manitoba,14
2020-08-31,New Brunswick,2
2020-08-31,Newfoundland and Labrador,3
2020-08-31,Northwest Territories,0
2020-08-31,Nova Scotia,65
2020-08-31,Nunavut,0
2020-08-31,Ontario,2857
2020-08-31,Prince Edward Island,0
2020-08-31,Quebec,5780
2020-08-31,Saskatchewan,24
2020-08-31,Yukon,0
2020-09-01,Alberta,241
2020-09-01,British Columbia,209
2020-09-01,Manitoba,14
2020-09-01,New Brunswick,2
2020-09-01,Newfoundland and Labrador,3
2020-09-01,Northwest Territories,0
2020-09-01,Nova Scotia,65
2020-09-01,Nunavut,0
2020-09-01,Ontario,2858
2020-09-01,Prince Edward Island,0
2020-09-01,Quebec,5780
2020-09-01,Saskatchewan,24
2020-09-01,Yukon,0
2020-09-02,Alberta,242
2020-09-02,British Columbia,209
2020-09-02,Manitoba,14
2020-09-02,New Brunswick,2
2020-09-02,Newfoundland and Labrador,3
2020-09-02,Northwest Territories,0
2020-09-02,Nova Scotia,65
2020-09-02,Nunavut,0
2020-09-02,Ontario,2858
2020-09-02,Prince Edward Island,0
2020-09-02,Quebec,5781
2020-09-02,Saskatchewan,24
2020-09-02,Yukon,0
2020-09-03,Alberta,242
2020-09-03,British Columbia,210
2020-09-03,Manitoba,16
2020-09-03,New Brunswick,2
2020-09-03,Newfoundland and Labrador,3
2020-09-03,Northwest Territories,0
2020-09-03,Nova Scotia,65
2020-09-03,Nunavut,0
2020-09-03,Ontario,2859
2020-09-03,Prince Edward Island,0
2020-09-03,Quebec,5783
2020-09-03,Saskatchewan,24
2020-09-03,Yukon,0
2020-09-04,Alberta,242
2020-09-04,British Columbia,211
2020-09-04,Manitoba,16
2020-09-04,New Brunswick,2
2020-09-04,Newfoundland and Labrador,3
2020-09-04,Northwest Territories,0
2020-09-04,Nova Scotia,65
2020-09-04,Nunavut,0
2020-09-04,Ontario,2859
2020-09-04,Prince Edward Island,0
2020-09-04,Quebec,5783
2020-09-04,Saskatchewan,24
2020-09-04,Yukon,0
2020-09-05,Alberta,242
2020-09-05,British Columbia,211
2020-09-05,Manitoba,16
2020-09-05,New Brunswick,2
2020-09-05,Newfoundland and Labrador,3
2020-09-05,Northwest Territories,0
2020-09-05,Nova Scotia,65
2020-09-05,Nunavut,0
2020-09-05,Ontario,2859
2020-09-05,Prince Edward Island,0
2020-09-05,Quebec,5784
2020-09-05,Saskatchewan,24
2020-09-05,Yukon,0
2020-09-06,Alberta,242
2020-09-06,British Columbia,211
2020-09-06,Manitoba,16
2020-09-06,New Brunswick,2
2020-09-06,Newfoundland and Labrador,3
2020-09-06,Northwest Territories,0
2020-09-06,Nova Scotia,65
2020-09-06,Nunavut,0
2020-09-06,Ontario,2861
2020-09-06,Prince Edward Island,0
2020-09-06,Quebec,5784
2020-09-06,Saskatchewan,24
2020-09-06,Yukon,0
2020-09-07,Alberta,242
2020-09-07,British Columbia,211
2020-09-07,Manitoba,16
2020-09-07,New Brunswick,2
2020-09-07,Newfoundland and Labrador,3
2020-09-07,Northwest Territories,0
2020-09-07,Nova Scotia,65
2020-09-07,Nunavut,0
2020-09-07,Ontario,2862
2020-09-07,Prince Edward Island,0
2020-09-07,Quebec,5786
2020-09-07,Saskatchewan,24
2020-09-07,Yukon,0
2020-09-08,Alberta,247
2020-09-08,British Columbia,213
2020-09-08,Manitoba,16
2020-09-08,New Brunswick,2
2020-09-08,Newfoundland and Labrador,3
2020-09-08,Northwest Territories,0
2020-09-08,Nova Scotia,65
2020-09-08,Nunavut,0
2020-09-08,Ontario,2862
2020-09-08,Prince Edward Island,0
2020-09-08,Quebec,5786
2020-09-08,Saskatchewan,24
2020-09-08,Yukon,0
2020-09-09,Alberta,247
2020-09-09,British Columbia,213
2020-09-09,Manitoba,16
2020-09-09,New Brunswick,2
2020-09-09,Newfoundland and Labrador,3
2020-09-09,Northwest Territories,0
2020-09-09,Nova Scotia,65
2020-09-09,Nunavut,0
2020-09-09,Ontario,2862
2020-09-09,Prince Edward Island,0
2020-09-09,Quebec,5790
2020-09-09,Saskatchewan,24
2020-09-09,Yukon,0
2020-09-10,Alberta,253
2020-09-10,British Columbia,213
2020-09-10,Manitoba,16
2020-09-10,New Brunswick,2
2020-09-10,Newfoundland and Labrador,3
2020-09-10,Northwest Territories,0
2020-09-10,Nova Scotia,65
2020-09-10,Nunavut,0
2020-09-10,Ontario,2863
2020-09-10,Prince Edward Island,0
2020-09-10,Quebec,5791
2020-09-10,Saskatchewan,24
2020-09-10,Yukon,0
2020-09-11,Alberta,253
2020-09-11,British Columbia,213
2020-09-11,Manitoba,16
2020-09-11,New Brunswick,2
2020-09-11,Newfoundland and Labrador,3
2020-09-11,Northwest Territories,0
2020-09-11,Nova Scotia,65
2020-09-11,Nunavut,0
2020-09-11,Ontario,2863
2020-09-11,Prince Edward Island,0
2020-09-11,Quebec,5791
2020-09-11,Saskatchewan,24
2020-09-11,Yukon,0
2020-09-12,Alberta,253
2020-09-12,British Columbia,213
2020-09-12,Manitoba,16
2020-09-12,New Brunswick,2
2020-09-12,Newfoundland and Labrador,3
2020-09-12,Northwest Territories,0
2020-09-12,Nova Scotia,65
2020-09-12,Nunavut,0
2020-09-12,Ontario,2863
2020-09-12,Prince Edward Island,0
2020-09-12,Quebec,5793
2020-09-12,Saskatchewan,24
2020-09-12,Yukon,0
2020-09-13,Alberta,253
2020-09-13,British Columbia,213
2020-09-13,Manitoba,16
2020-09-13,New Brunswick,2
2020-09-13,Newfoundland and Labrador,3
2020-09-13,Northwest Territories,0
2020-09-13,Nova Scotia,65
2020-09-13,Nunavut,0
2020-09-13,Ontario,2863
2020-09-13,Prince Edward Island,0
2020-09-13,Quebec,5796
2020-09-13,Saskatchewan,24
2020-09-13,Yukon,0
2020-09-14,Alberta,254
2020-09-14,British Columbia,219
2020-09-14,Manitoba,16
2020-09-14,New Brunswick,2
2020-09-14,Newfoundland and Labrador,3
2020-09-14,Northwest Territories,0
2020-09-14,Nova Scotia,65
2020-09-14,Nunavut,0
2020-09-14,Ontario,2865
2020-09-14,Prince Edward Island,0
2020-09-14,Quebec,5800
2020-09-14,Saskatchewan,24
2020-09-14,Yukon,0
2020-09-15,Alberta,254
2020-09-15,British Columbia,219
2020-09-15,Manitoba,16
2020-09-15,New Brunswick,2
2020-09-15,Newfoundland and Labrador,3
2020-09-15,Northwest Territories,0
2020-09-15,Nova Scotia,65
2020-09-15,Nunavut,0
2020-09-15,Ontario,2870
2020-09-15,Prince Edward Island,0
2020-09-15,Quebec,5803
2020-09-15,Saskatchewan,24
2020-09-15,Yukon,0
2020-09-16,Alberta,254
2020-09-16,British Columbia,219
2020-09-16,Manitoba,16
2020-09-16,New Brunswick,2
2020-09-16,Newfoundland and Labrador,3
2020-09-16,Northwest Territories,0
2020-09-16,Nova Scotia,65
2020-09-16,Nunavut,0
2020-09-16,Ontario,2872
2020-09-16,Prince Edward Island,0
2020-09-16,Quebec,5806
2020-09-16,Saskatchewan,24
2020-09-16,Yukon,0
2020-09-17,Alberta,254
2020-09-17,British Columbia,220
2020-09-17,Manitoba,16
2020-09-17,New Brunswick,2
2020-09-17,Newfoundland and Labrador,3
2020-09-17,Northwest Territories,0
2020-09-17,Nova Scotia,65
2020-09-17,Nunavut,0
2020-09-17,Ontario,2873
2020-09-17,Prince Edward Island,0
2020-09-17,Quebec,5809
2020-09-17,Saskatchewan,24
2020-09-17,Yukon,0
2020-09-18,Alberta,255
2020-09-18,British Columbia,223
2020-09-18,Manitoba,16
2020-09-18,New Brunswick,2
2020-09-18,Newfoundland and Labrador,3
2020-09-18,Northwest Territories,0
2020-09-18,Nova Scotia,65
2020-09-18,Nunavut,0
2020-09-18,Ontario,2875
2020-09-18,Prince Edward Island,0
2020-09-18,Quebec,5815
2020-09-18,Saskatchewan,24
2020-09-18,Yukon,0
2020-09-19,Alberta,255
2020-09-19,British Columbia,223
2020-09-19,Manitoba,16
2020-09-19,New Brunswick,2
2020-09-19,Newfoundland and Labrador,3
2020-09-19,Northwest Territories,0
2020-09-19,Nova Scotia,65
2020-09-19,Nunavut,0
2020-09-19,Ontario,2876
2020-09-19,Prince Edward Island,0
2020-09-19,Quebec,5821
2020-09-19,Saskatchewan,24
2020-09-19,Yukon,0
2020-09-20,Alberta,255
2020-09-20,British Columbia,223
2020-09-20,Manitoba,16
2020-09-20,New Brunswick,2
2020-09-20,Newfoundland and Labrador,3
2020-09-20,Northwest Territories,0
2020-09-20,Nova Scotia,65
2020-09-20,Nunavut,0
2020-09-20,Ontario,2876
2020-09-20,Prince Edward Island,0
2020-09-20,Quebec,5823
2020-09-20,Saskatchewan,24
2020-09-20,Yukon,0
2020-09-21,Alberta,256
2020-09-21,British Columbia,227
2020-09-21,Manitoba,18
2020-09-21,New Brunswick,2
2020-09-21,Newfoundland and Labrador,3
2020-09-21,Northwest Territories,0
2020-09-21,Nova Scotia,65
2020-09-21,Nunavut,0
2020-09-21,Ontario,2879
2020-09-21,Prince Edward Island,0
2020-09-21,Quebec,5825
2020-09-21,Saskatchewan,24
2020-09-21,Yukon,0
2020-09-22,Alberta,258
2020-09-22,British Columbia,227
2020-09-22,Manitoba,18
2020-09-22,New Brunswick,2
2020-09-22,Newfoundland and Labrador,3
2020-09-22,Northwest Territories,0
2020-09-22,Nova Scotia,65
2020-09-22,Nunavut,0
2020-09-22,Ontario,2883
2020-09-22,Prince Edward Island,0
2020-09-22,Quebec,5828
2020-09-22,Saskatchewan,24
2020-09-22,Yukon,0
2020-09-23,Alberta,260
2020-09-23,British Columbia,227
2020-09-23,Manitoba,18
2020-09-23,New Brunswick,2
2020-09-23,Newfoundland and Labrador,3
2020-09-23,Northwest Territories,0
2020-09-23,Nova Scotia,65
2020-09-23,Nunavut,0
2020-09-23,Ontario,2885
2020-09-23,Prince Edward Island,0
2020-09-23,Quebec,5832
2020-09-23,Saskatchewan,24
2020-09-23,Yukon,0
2020-09-24,Alberta,261
2020-09-24,British Columbia,227
2020-09-24,Manitoba,19
2020-09-24,New Brunswick,2
2020-09-24,Newfoundland and Labrador,3
2020-09-24,Northwest Territories,0
2020-09-24,Nova Scotia,65
2020-09-24,Nunavut,0
2020-09-24,Ontario,2885
2020-09-24,Prince Edward Island,0
2020-09-24,Quebec,5838
2020-09-24,Saskatchewan,24
2020-09-24,Yukon,0
2020-09-25,Alberta,261
2020-09-25,British Columbia,230
2020-09-25,Manitoba,20
2020-09-25,New Brunswick,2
2020-09-25,Newfoundland and Labrador,3
2020-09-25,Northwest Territories,0
2020-09-25,Nova Scotia,65
2020-09-25,Nunavut,0
2020-09-25,Ontario,2886
2020-09-25,Prince Edward Island,0
2020-09-25,Quebec,5840
2020-09-25,Saskatchewan,24
2020-09-25,Yukon,0
2020-09-26,Alberta,261
2020-09-26,British Columbia,230
2020-09-26,Manitoba,19
2020-09-26,New Brunswick,2
2020-09-26,Newfoundland and Labrador,3
2020-09-26,Northwest Territories,0
2020-09-26,Nova Scotia,65
2020-09-26,Nunavut,0
2020-09-26,Ontario,2887
2020-09-26,Prince Edward Island,0
2020-09-26,Quebec,5846
2020-09-26,Saskatchewan,24
2020-09-26,Yukon,0
2020-09-27,Alberta,261
2020-09-27,British Columbia,230
2020-09-27,Manitoba,19
2020-09-27,New Brunswick,2
2020-09-27,Newfoundland and Labrador,3
2020-09-27,Northwest Territories,0
2020-09-27,Nova Scotia,65
2020-09-27,Nunavut,0
2020-09-27,Ontario,2888
2020-09-27,Prince Edward Island,0
2020-09-27,Quebec,5850
2020-09-27,Saskatchewan,24
2020-09-27,Yukon,0
2020-09-28,Alberta,265
2020-09-28,British Columbia,233
2020-09-28,Manitoba,20
2020-09-28,New Brunswick,2
2020-09-28,Newfoundland and Labrador,3
2020-09-28,Northwest Territories,0
2020-09-28,Nova Scotia,65
2020-09-28,Nunavut,0
2020-09-28,Ontario,2889
2020-09-28,Prince Edward Island,0
2020-09-28,Quebec,5858
2020-09-28,Saskatchewan,24
2020-09-28,Yukon,0
2020-09-29,Alberta,266
2020-09-29,British Columbia,234
2020-09-29,Manitoba,20
2020-09-29,New Brunswick,2
2020-09-29,Newfoundland and Labrador,3
2020-09-29,Northwest Territories,0
2020-09-29,Nova Scotia,65
2020-09-29,Nunavut,0
2020-09-29,Ontario,2892
2020-09-29,Prince Edward Island,0
2020-09-29,Quebec,5866
2020-09-29,Saskatchewan,24
2020-09-29,Yukon,0
2020-09-30,Alberta,267
2020-09-30,British Columbia,234
2020-09-30,Manitoba,20
2020-09-30,New Brunswick,2
2020-09-30,Newfoundland and Labrador,3
2020-09-30,Northwest Territories,0
2020-09-30,Nova Scotia,65
2020-09-30,Nunavut,0
2020-09-30,Ontario,2896
2020-09-30,Prince Edward Island,0
2020-09-30,Quebec,5879
2020-09-30,Saskatchewan,24
2020-09-30,Yukon,0
2020-10-01,Alberta,269
2020-10-01,British Columbia,235
2020-10-01,Manitoba,20
2020-10-01,New Brunswick,2
2020-10-01,Newfoundland and Labrador,3
2020-10-01,Northwest Territories,0
2020-10-01,Nova Scotia,65
2020-10-01,Nunavut,0
2020-10-01,Ontario,2899
2020-10-01,Prince Edward Island,0
2020-10-01,Quebec,5889
2020-10-01,Saskatchewan,24
2020-10-01,Yukon,0
2020-10-02,Alberta,272
2020-10-02,British Columbia,238
2020-10-02,Manitoba,21
2020-10-02,New Brunswick,2
2020-10-02,Newfoundland and Labrador,3
2020-10-02,Northwest Territories,0
2020-10-02,Nova Scotia,65
2020-10-02,Nunavut,0
2020-10-02,Ontario,2983
2020-10-02,Prince Edward Island,0
2020-10-02,Quebec,5896
2020-10-02,Saskatchewan,24
2020-10-02,Yukon,0
2020-10-03,Alberta,272
2020-10-03,British Columbia,238
2020-10-03,Manitoba,22
2020-10-03,New Brunswick,2
2020-10-03,Newfoundland and Labrador,4
2020-10-03,Northwest Territories,0
2020-10-03,Nova Scotia,65
2020-10-03,Nunavut,0
2020-10-03,Ontario,2993
2020-10-03,Prince Edward Island,0
2020-10-03,Quebec,5905
2020-10-03,Saskatchewan,24
2020-10-03,Yukon,0
2020-10-04,Alberta,272
2020-10-04,British Columbia,238
2020-10-04,Manitoba,23
2020-10-04,New Brunswick,2
2020-10-04,Newfoundland and Labrador,4
2020-10-04,Northwest Territories,0
2020-10-04,Nova Scotia,65
2020-10-04,Nunavut,0
2020-10-04,Ontario,3026
2020-10-04,Prince Edward Island,0
2020-10-04,Quebec,5915
2020-10-04,Saskatchewan,24
2020-10-04,Yukon,0
2020-10-05,Alberta,280
2020-10-05,British Columbia,242
2020-10-05,Manitoba,23
2020-10-05,New Brunswick,2
2020-10-05,Newfoundland and Labrador,4
2020-10-05,Northwest Territories,0
2020-10-05,Nova Scotia,65
2020-10-05,Nunavut,0
2020-10-05,Ontario,3035
2020-10-05,Prince Edward Island,0
2020-10-05,Quebec,5923
2020-10-05,Saskatchewan,24
2020-10-05,Yukon,0
2020-10-06,Alberta,281
2020-10-06,British Columbia,244
2020-10-06,Manitoba,24
2020-10-06,New Brunswick,2
2020-10-06,Newfoundland and Labrador,4
2020-10-06,Northwest Territories,0
2020-10-06,Nova Scotia,65
2020-10-06,Nunavut,0
2020-10-06,Ontario,3038
2020-10-06,Prince Edward Island,0
2020-10-06,Quebec,5934
2020-10-06,Saskatchewan,24
2020-10-06,Yukon,0
2020-10-07,Alberta,281
2020-10-07,British Columbia,244
2020-10-07,Manitoba,27
2020-10-07,New Brunswick,2
2020-10-07,Newfoundland and Labrador,4
2020-10-07,Northwest Territories,0
2020-10-07,Nova Scotia,65
2020-10-07,Nunavut,0
2020-10-07,Ontario,3039
2020-10-07,Prince Edward Island,0
2020-10-07,Quebec,5949
2020-10-07,Saskatchewan,24
2020-10-07,Yukon,0
2020-10-08,Alberta,283
2020-10-08,British Columbia,245
2020-10-08,Manitoba,27
2020-10-08,New Brunswick,2
2020-10-08,Newfoundland and Labrador,4
2020-10-08,Northwest Territories,0
2020-10-08,Nova Scotia,65
2020-10-08,Nunavut,0
2020-10-08,Ontario,3043
2020-10-08,Prince Edward Island,0
2020-10-08,Quebec,5960
2020-10-08,Saskatchewan,24
2020-10-08,Yukon,0
2020-10-09,Alberta,283
2020-10-09,British Columbia,245
2020-10-09,Manitoba,30
2020-10-09,New Brunswick,2
2020-10-09,Newfoundland and Labrador,4
2020-10-09,Northwest Territories,0
2020-10-09,Nova Scotia,65
2020-10-09,Nunavut,0
2020-10-09,Ontario,3048
2020-10-09,Prince Edward Island,0
2020-10-09,Quebec,5966
2020-10-09,Saskatchewan,24
2020-10-09,Yukon,0
2020-10-10,Alberta,283
2020-10-10,British Columbia,245
2020-10-10,Manitoba,32
2020-10-10,New Brunswick,2
2020-10-10,Newfoundland and Labrador,4
2020-10-10,Northwest Territories,0
2020-10-10,Nova Scotia,65
2020-10-10,Nunavut,0
2020-10-10,Ontario,3055
2020-10-10,Prince Edward Island,0
2020-10-10,Quebec,5983
2020-10-10,Saskatchewan,24
2020-10-10,Yukon,0
2020-10-11,Alberta,283
2020-10-11,British Columbia,245
2020-10-11,Manitoba,32
2020-10-11,New Brunswick,2
2020-10-11,Newfoundland and Labrador,4
2020-10-11,Northwest Territories,0
2020-10-11,Nova Scotia,65
2020-10-11,Nunavut,0
2020-10-11,Ontario,3056
2020-10-11,Prince Edward Island,0
2020-10-11,Quebec,5995
2020-10-11,Saskatchewan,25
2020-10-11,Yukon,0
2020-10-12,Alberta,283
2020-10-12,British Columbia,245
2020-10-12,Manitoba,34
2020-10-12,New Brunswick,2
2020-10-12,Newfoundland and Labrador,4
2020-10-12,Northwest Territories,0
2020-10-12,Nova Scotia,65
2020-10-12,Nunavut,0
2020-10-12,Ontario,3056
2020-10-12,Prince Edward Island,0
2020-10-12,Quebec,6005
2020-10-12,Saskatchewan,25
2020-10-12,Yukon,0
2020-10-13,Alberta,286
2020-10-13,British Columbia,250
2020-10-13,Manitoba,35
2020-10-13,New Brunswick,2
2020-10-13,Newfoundland and Labrador,4
2020-10-13,Northwest Territories,0
2020-10-13,Nova Scotia,65
2020-10-13,Nunavut,0
2020-10-13,Ontario,3069
2020-10-13,Prince Edward Island,0
2020-10-13,Quebec,6015
2020-10-13,Saskatchewan,25
2020-10-13,Yukon,0
2020-10-14,Alberta,287
2020-10-14,British Columbia,250
2020-10-14,Manitoba,37
2020-10-14,New Brunswick,2
2020-10-14,Newfoundland and Labrador,4
2020-10-14,Northwest Territories,0
2020-10-14,Nova Scotia,65
2020-10-14,Nunavut,0
2020-10-14,Ontario,3071
2020-10-14,Prince Edward Island,0
2020-10-14,Quebec,6035
2020-10-14,Saskatchewan,25
2020-10-14,Yukon,0
2020-10-15,Alberta,288
2020-10-15,British Columbia,250
2020-10-15,Manitoba,38
2020-10-15,New Brunswick,2
2020-10-15,Newfoundland and Labrador,4
2020-10-15,Northwest Territories,0
2020-10-15,Nova Scotia,65
2020-10-15,Nunavut,0
2020-10-15,Ontario,3078
2020-10-15,Prince Edward Island,0
2020-10-15,Quebec,6045
2020-10-15,Saskatchewan,25
2020-10-15,Yukon,0
2020-10-16,Alberta,288
2020-10-16,British Columbia,251
2020-10-16,Manitoba,38
2020-10-16,New Brunswick,2
